Agent;Death;Fish;5;32
Agent;Death;Fish;39;44
Agent;Death;Fish;16;46
Agent;Death;Fish;36;24
Agent;Death;Fish;40;16
Agent;Death;Fish;29;41
Agent;Death;Fish;15;45
Tick;1;20;193
Agent;Death;Fish;5;31
Agent;Death;Fish;29;16
Agent;Death;Fish;8;24
Agent;Death;Fish;38;43
Agent;Death;Fish;15;15
Agent;Death;Fish;9;26
Agent;Death;Fish;39;7
Agent;Death;Fish;1;17
Agent;Death;Fish;14;45
Tick;2;20;184
Agent;Death;Fish;13;18
Agent;Death;Fish;30;17
Agent;Death;Fish;43;5
Agent;Death;Fish;34;13
Agent;Death;Fish;15;45
Agent;Death;Fish;14;14
Agent;Death;Fish;1;16
Agent;Death;Fish;28;42
Tick;3;20;176
Agent;Death;Fish;42;5
Agent;Death;Fish;35;13
Agent;Death;Fish;0;15
Tick;4;20;173
Agent;Death;Fish;36;41
Agent;Death;Fish;36;12
Tick;5;20;171
Agent;Death;Fish;5;34
Agent;Death;Fish;3;2
Agent;Death;Fish;37;41
Agent;Death;Fish;43;0
Agent;Death;Fish;11;28
Agent;Death;Fish;33;22
Agent;Death;Fish;1;40
Agent;Death;Fish;49;17
Agent;Death;Fish;26;44
Tick;6;20;162
Agent;Death;Fish;9;25
Agent;Death;Fish;26;43
Agent;Death;Fish;15;49
Tick;7;20;159
Agent;Death;Fish;18;16
Agent;Death;Fish;41;7
Agent;Death;Fish;36;12
Agent;Death;Fish;26;44
Tick;8;20;155
Agent;Death;Fish;40;40
Agent;Death;Fish;38;17
Agent;Death;Fish;37;8
Tick;9;20;152
Agent;Death;Fish;18;14
Agent;Death;Fish;44;3
Agent;Death;Fish;36;9
Tick;10;20;149
Agent;Death;Fish;18;15
Agent;Death;Fish;38;15
Tick;11;20;147
Tick;12;20;147
Tick;13;20;147
Tick;14;20;147
Agent;Death;Fish;3;34
Agent;Death;Fish;0;1
Agent;Death;Fish;8;25
Agent;Death;Fish;12;40
Agent;Death;Fish;35;9
Agent;Death;Fish;1;16
Agent;Death;Fish;17;2
Tick;15;20;140
Agent;Birth;Shark;3;34
Agent;Birth;Shark;18;16
Agent;Death;Shark;14;15
Agent;Birth;Shark;31;14
Agent;Birth;Shark;0;1
Agent;Death;Fish;7;24
Agent;Birth;Shark;8;25
Agent;Birth;Shark;41;40
Agent;Birth;Shark;39;10
Agent;Birth;Shark;37;10
Agent;Birth;Shark;12;40
Agent;Birth;Shark;44;5
Agent;Birth;Shark;14;13
Agent;Birth;Shark;8;30
Agent;Death;Fish;36;24
Agent;Birth;Shark;37;23
Agent;Birth;Shark;37;14
Agent;Birth;Shark;35;9
Agent;Birth;Shark;45;40
Agent;Birth;Shark;1;16
Agent;Birth;Shark;29;43
Agent;Birth;Shark;17;2
Tick;16;38;138
Agent;Death;Fish;29;15
Agent;Death;Fish;0;49
Agent;Death;Fish;46;42
Agent;Death;Fish;9;31
Tick;17;38;134
Agent;Death;Fish;6;25
Agent;Death;Fish;39;37
Tick;18;38;132
Agent;Death;Fish;29;13
Agent;Death;Fish;1;1
Agent;Death;Fish;6;24
Agent;Death;Fish;38;36
Agent;Death;Shark;17;15
Agent;Death;Fish;45;43
Agent;Death;Fish;5;26
Tick;19;37;126
Agent;Death;Fish;44;43
Agent;Death;Fish;2;18
Agent;Death;Fish;11;40
Agent;Death;Fish;10;32
Tick;20;37;122
Agent;Death;Fish;30;44
Tick;21;37;121
Agent;Death;Fish;22;12
Agent;Death;Fish;37;36
Agent;Death;Shark;7;26
Agent;Death;Fish;40;23
Tick;22;36;118
Agent;Death;Fish;23;12
Agent;Death;Fish;37;35
Agent;Death;Fish;12;44
Tick;23;36;115
Agent;Death;Fish;37;34
Agent;Death;Shark;42;12
Agent;Death;Shark;36;17
Agent;Death;Fish;33;9
Agent;Death;Fish;46;44
Tick;24;34;112
Agent;Death;Fish;16;9
Agent;Death;Fish;14;7
Tick;25;34;110
Agent;Death;Fish;23;12
Agent;Death;Shark;45;4
Agent;Death;Fish;5;26
Agent;Death;Fish;48;17
Agent;Death;Fish;14;8
Tick;26;33;106
Agent;Death;Fish;36;37
Tick;27;33;105
Agent;Death;Fish;24;10
Agent;Death;Fish;30;15
Agent;Death;Fish;18;1
Tick;28;33;102
Agent;Death;Fish;24;11
Agent;Death;Fish;37;38
Agent;Death;Fish;35;42
Agent;Death;Fish;11;8
Tick;29;33;98
Agent;Death;Fish;25;12
Agent;Death;Fish;1;22
Agent;Death;Fish;20;1
Agent;Death;Fish;3;26
Tick;30;33;94
Agent;Birth;Fish;0;27
Agent;Birth;Fish;30;1
Agent;Birth;Fish;30;7
Agent;Birth;Fish;0;34
Agent;Birth;Fish;48;26
Agent;Birth;Fish;35;1
Agent;Birth;Fish;41;37
Agent;Birth;Fish;22;12
Agent;Birth;Fish;0;35
Agent;Birth;Fish;27;48
Agent;Birth;Fish;22;20
Agent;Birth;Fish;19;28
Agent;Birth;Fish;24;25
Agent;Birth;Fish;46;32
Agent;Birth;Fish;22;14
Agent;Birth;Fish;46;39
Agent;Birth;Fish;49;30
Agent;Birth;Fish;12;30
Agent;Birth;Fish;38;47
Agent;Birth;Fish;42;34
Agent;Birth;Fish;28;30
Agent;Birth;Fish;28;34
Agent;Birth;Fish;22;5
Agent;Birth;Fish;2;35
Agent;Birth;Fish;1;13
Agent;Birth;Fish;0;10
Agent;Birth;Fish;24;15
Agent;Birth;Fish;34;29
Agent;Birth;Fish;41;48
Agent;Birth;Fish;32;36
Agent;Birth;Fish;44;18
Agent;Birth;Fish;48;27
Agent;Birth;Fish;20;34
Agent;Birth;Fish;22;16
Agent;Birth;Fish;40;26
Agent;Birth;Fish;20;24
Agent;Birth;Fish;20;3
Agent;Birth;Fish;49;10
Agent;Birth;Fish;20;28
Agent;Birth;Fish;32;42
Agent;Birth;Fish;38;44
Agent;Birth;Fish;7;0
Agent;Birth;Fish;16;28
Agent;Birth;Fish;21;45
Agent;Birth;Fish;32;0
Agent;Birth;Fish;2;0
Agent;Birth;Fish;7;7
Agent;Birth;Fish;45;31
Agent;Birth;Fish;24;7
Agent;Birth;Fish;27;33
Agent;Birth;Fish;30;30
Agent;Birth;Fish;24;18
Agent;Birth;Fish;9;11
Agent;Birth;Fish;20;31
Agent;Birth;Fish;22;25
Agent;Birth;Fish;9;47
Agent;Birth;Fish;45;30
Agent;Birth;Fish;44;35
Agent;Birth;Fish;45;35
Agent;Birth;Fish;48;8
Agent;Birth;Fish;37;29
Agent;Birth;Fish;30;38
Agent;Birth;Fish;43;20
Agent;Birth;Fish;29;23
Agent;Birth;Fish;8;8
Agent;Birth;Fish;49;38
Agent;Birth;Fish;40;30
Agent;Birth;Fish;27;18
Agent;Birth;Fish;45;39
Agent;Birth;Fish;38;43
Agent;Birth;Fish;20;10
Agent;Birth;Fish;3;42
Agent;Birth;Fish;19;30
Agent;Birth;Fish;11;18
Agent;Birth;Fish;26;32
Agent;Birth;Fish;9;48
Agent;Birth;Fish;5;49
Agent;Birth;Fish;24;9
Agent;Birth;Fish;27;11
Agent;Birth;Fish;17;37
Agent;Birth;Fish;33;31
Agent;Birth;Fish;24;2
Agent;Birth;Fish;27;3
Agent;Birth;Fish;3;6
Agent;Birth;Fish;4;5
Agent;Birth;Fish;20;30
Agent;Birth;Fish;9;0
Agent;Birth;Fish;9;10
Agent;Birth;Fish;16;41
Agent;Birth;Fish;46;33
Agent;Birth;Fish;11;25
Agent;Birth;Fish;13;35
Agent;Birth;Fish;39;26
Agent;Birth;Fish;21;43
Agent;Death;Shark;7;37
Agent;Death;Shark;32;8
Agent;Death;Fish;37;43
Tick;31;31;187
Agent;Birth;Shark;25;11
Agent;Birth;Shark;27;15
Agent;Death;Fish;1;0
Agent;Birth;Shark;0;0
Agent;Birth;Shark;4;18
Agent;Death;Fish;39;36
Agent;Birth;Shark;38;37
Agent;Birth;Shark;19;41
Agent;Death;Shark;35;19
Agent;Birth;Shark;39;9
Agent;Birth;Shark;43;44
Agent;Birth;Shark;0;23
Agent;Death;Fish;38;44
Agent;Birth;Shark;37;43
Agent;Death;Fish;20;3
Agent;Birth;Shark;20;2
Agent;Death;Shark;7;34
Agent;Death;Shark;14;17
Agent;Death;Shark;33;14
Agent;Death;Shark;40;2
Agent;Birth;Shark;4;26
Agent;Death;Shark;43;45
Agent;Death;Shark;36;9
Agent;Death;Shark;41;14
Agent;Birth;Shark;6;40
Agent;Death;Shark;46;2
Agent;Birth;Shark;17;6
Agent;Birth;Shark;3;32
Agent;Birth;Shark;36;20
Agent;Death;Shark;38;10
Agent;Death;Shark;37;12
Agent;Birth;Shark;45;44
Agent;Birth;Shark;47;17
Agent;Death;Fish;26;48
Agent;Birth;Shark;26;49
Agent;Birth;Shark;11;8
Tick;32;40;182
Agent;Death;Fish;25;12
Agent;Death;Fish;39;44
Agent;Death;Fish;21;2
Agent;Death;Fish;27;47
Agent;Death;Fish;24;11
Agent;Death;Fish;36;43
Tick;33;40;176
Agent;Death;Fish;28;13
Agent;Death;Fish;17;41
Agent;Death;Fish;22;3
Agent;Death;Fish;1;34
Agent;Death;Fish;44;41
Agent;Death;Fish;23;10
Agent;Death;Fish;26;16
Agent;Death;Fish;2;31
Tick;34;40;168
Agent;Death;Fish;24;13
Agent;Death;Shark;3;16
Agent;Death;Fish;41;34
Agent;Death;Fish;23;2
Agent;Death;Fish;45;40
Agent;Death;Fish;25;17
Agent;Death;Fish;2;25
Agent;Death;Fish;27;2
Agent;Death;Fish;9;8
Tick;35;39;160
Agent;Death;Fish;23;14
Agent;Death;Shark;41;46
Agent;Death;Fish;47;23
Agent;Death;Fish;39;47
Agent;Death;Shark;8;39
Agent;Death;Fish;2;36
Agent;Death;Fish;46;14
Agent;Death;Fish;23;11
Agent;Death;Fish;39;39
Agent;Death;Fish;1;27
Agent;Death;Fish;21;8
Agent;Death;Fish;28;2
Agent;Death;Fish;8;9
Tick;36;37;149
Agent;Death;Fish;26;10
Agent;Death;Fish;22;11
Agent;Death;Fish;1;41
Agent;Death;Fish;37;22
Agent;Death;Fish;8;10
Tick;37;37;144
Agent;Death;Fish;17;38
Agent;Death;Shark;38;19
Agent;Death;Fish;44;37
Agent;Death;Fish;24;16
Agent;Death;Fish;49;26
Agent;Death;Fish;2;40
Tick;38;36;139
Agent;Death;Fish;21;14
Agent;Death;Fish;25;10
Agent;Death;Fish;38;32
Agent;Death;Fish;38;46
Agent;Death;Fish;43;37
Agent;Death;Fish;44;13
Agent;Death;Fish;35;39
Agent;Death;Fish;25;4
Tick;39;36;131
Agent;Death;Fish;22;14
Agent;Death;Fish;37;31
Agent;Death;Shark;39;10
Agent;Death;Fish;0;39
Agent;Death;Fish;24;5
Agent;Death;Fish;7;9
Tick;40;35;126
Agent;Death;Fish;38;32
Agent;Death;Shark;12;4
Agent;Death;Fish;43;14
Agent;Death;Fish;24;16
Agent;Death;Fish;19;34
Agent;Death;Fish;49;40
Agent;Death;Fish;7;8
Tick;41;34;120
Agent;Death;Fish;20;12
Agent;Death;Fish;46;38
Agent;Death;Fish;47;42
Agent;Death;Fish;0;29
Tick;42;34;116
Agent;Death;Fish;39;31
Agent;Death;Fish;47;28
Agent;Death;Fish;46;37
Agent;Death;Fish;9;24
Agent;Death;Fish;48;41
Agent;Death;Fish;32;37
Tick;43;34;110
Agent;Death;Fish;49;34
Agent;Death;Fish;47;36
Agent;Death;Fish;32;36
Tick;44;34;107
Agent;Death;Fish;47;29
Agent;Death;Fish;37;49
Agent;Death;Fish;48;33
Agent;Death;Fish;46;35
Agent;Death;Shark;18;5
Agent;Death;Fish;21;33
Agent;Death;Fish;9;7
Tick;45;33;101
Agent;Death;Fish;38;29
Agent;Death;Fish;17;41
Agent;Death;Shark;3;27
Agent;Death;Fish;48;32
Agent;Death;Fish;46;34
Agent;Death;Fish;25;21
Tick;46;32;96
Agent;Death;Fish;9;21
Agent;Death;Fish;19;32
Agent;Death;Fish;46;26
Agent;Death;Fish;46;29
Agent;Death;Fish;49;34
Agent;Death;Fish;7;7
Tick;47;32;90
Agent;Birth;Shark;22;10
Agent;Birth;Shark;25;12
Agent;Death;Shark;2;1
Agent;Death;Fish;37;27
Agent;Birth;Shark;37;28
Agent;Birth;Shark;16;40
Agent;Birth;Shark;48;29
Agent;Birth;Shark;38;49
Agent;Birth;Shark;29;2
Agent;Birth;Shark;48;33
Agent;Birth;Shark;45;35
Agent;Birth;Shark;44;15
Agent;Death;Fish;31;43
Agent;Birth;Shark;32;44
Agent;Birth;Shark;25;13
Agent;Birth;Shark;26;20
Agent;Death;Shark;49;48
Agent;Birth;Shark;9;21
Agent;Death;Fish;36;40
Agent;Birth;Shark;37;40
Agent;Birth;Shark;19;32
Agent;Death;Shark;37;6
Agent;Birth;Shark;1;41
Agent;Birth;Shark;46;26
Agent;Birth;Shark;32;39
Agent;Death;Shark;21;4
Agent;Birth;Shark;46;29
Agent;Birth;Shark;1;39
Agent;Birth;Shark;23;7
Agent;Birth;Shark;49;34
Agent;Birth;Shark;38;22
Agent;Death;Shark;1;46
Agent;Death;Shark;45;12
Agent;Birth;Shark;23;4
Agent;Birth;Shark;7;7
Tick;48;52;87
Agent;Death;Fish;49;41
Agent;Death;Fish;6;7
Agent;Death;Fish;49;30
Tick;49;52;84
Agent;Death;Fish;28;4
Agent;Death;Fish;45;26
Agent;Death;Fish;26;9
Agent;Death;Fish;6;6
Agent;Death;Fish;27;22
Tick;50;52;79
Agent;Death;Fish;36;25
Agent;Death;Fish;18;34
Agent;Death;Fish;7;6
Agent;Death;Fish;40;28
Agent;Death;Fish;26;16
Tick;51;52;74
Agent;Death;Fish;28;5
Agent;Death;Fish;43;37
Agent;Death;Fish;35;21
Agent;Death;Fish;4;41
Agent;Death;Fish;5;9
Tick;52;52;69
Agent;Death;Fish;40;2
Agent;Death;Shark;23;14
Agent;Death;Fish;5;5
Agent;Death;Fish;40;30
Agent;Death;Fish;4;9
Tick;53;51;65
Agent;Death;Fish;29;6
Agent;Death;Fish;5;43
Agent;Death;Fish;20;9
Tick;54;51;62
Agent;Death;Shark;26;13
Agent;Death;Fish;16;36
Agent;Death;Fish;43;40
Tick;55;50;60
Agent;Death;Shark;27;6
Agent;Death;Fish;31;3
Tick;56;49;59
Agent;Death;Fish;31;29
Agent;Death;Fish;15;44
Agent;Death;Shark;46;15
Agent;Death;Shark;4;38
Agent;Death;Fish;5;46
Tick;57;47;56
Agent;Death;Shark;23;11
Agent;Death;Fish;30;30
Agent;Death;Fish;28;19
Agent;Death;Fish;24;24
Agent;Death;Fish;21;33
Tick;58;46;52
Agent;Death;Fish;3;5
Agent;Death;Fish;6;47
Agent;Death;Fish;24;5
Tick;59;46;49
Agent;Death;Shark;35;43
Agent;Death;Fish;24;16
Agent;Death;Fish;20;31
Tick;60;45;47
Agent;Death;Shark;47;33
Agent;Death;Fish;37;21
Agent;Death;Fish;21;30
Tick;61;44;45
Agent;Birth;Fish;36;1
Agent;Birth;Fish;11;29
Agent;Birth;Fish;26;30
Agent;Birth;Fish;5;34
Agent;Birth;Fish;25;40
Agent;Birth;Fish;10;5
Agent;Birth;Fish;30;34
Agent;Birth;Fish;17;6
Agent;Birth;Fish;26;31
Agent;Birth;Fish;24;30
Agent;Birth;Fish;17;20
Agent;Birth;Fish;6;17
Agent;Birth;Fish;34;33
Agent;Birth;Fish;22;28
Agent;Birth;Fish;12;2
Agent;Birth;Fish;49;8
Agent;Birth;Fish;16;27
Agent;Birth;Fish;10;37
Agent;Birth;Fish;18;32
Agent;Birth;Fish;13;2
Agent;Birth;Fish;9;28
Agent;Birth;Fish;13;34
Agent;Birth;Fish;27;44
Agent;Death;Shark;1;31
Agent;Birth;Fish;13;26
Agent;Birth;Fish;22;24
Agent;Birth;Fish;29;25
Agent;Birth;Fish;45;9
Agent;Birth;Fish;45;11
Agent;Birth;Fish;27;36
Agent;Birth;Fish;17;30
Agent;Birth;Fish;18;28
Agent;Birth;Fish;46;10
Agent;Birth;Fish;24;34
Agent;Birth;Fish;10;27
Agent;Birth;Fish;35;6
Agent;Birth;Fish;10;1
Agent;Birth;Fish;31;34
Agent;Birth;Fish;27;38
Agent;Birth;Fish;34;28
Agent;Birth;Fish;4;14
Agent;Birth;Fish;19;28
Agent;Birth;Fish;8;12
Agent;Birth;Fish;5;0
Agent;Birth;Fish;37;33
Agent;Birth;Fish;21;49
Tick;62;43;90
Agent;Death;Fish;28;29
Agent;Death;Shark;8;19
Agent;Death;Shark;45;34
Agent;Death;Shark;49;35
Agent;Death;Fish;22;29
Agent;Death;Fish;17;8
Tick;63;40;87
Agent;Birth;Shark;28;29
Agent;Birth;Shark;14;38
Agent;Death;Fish;37;3
Agent;Birth;Shark;37;2
Agent;Birth;Shark;28;7
Agent;Birth;Shark;46;38
Agent;Death;Shark;38;42
Agent;Birth;Shark;26;19
Agent;Death;Shark;38;41
Agent;Birth;Shark;17;37
Agent;Birth;Shark;45;42
Agent;Birth;Shark;46;22
Agent;Birth;Shark;29;5
Agent;Birth;Shark;37;20
Agent;Birth;Shark;1;3
Agent;Death;Shark;26;15
Agent;Death;Shark;29;10
Agent;Birth;Shark;42;26
Agent;Death;Shark;15;37
Agent;Birth;Shark;45;27
Agent;Death;Shark;43;48
Agent;Birth;Shark;34;2
Agent;Death;Shark;2;29
Agent;Death;Shark;47;36
Agent;Death;Shark;44;15
Agent;Death;Shark;36;45
Agent;Birth;Shark;24;17
Agent;Birth;Shark;26;20
Agent;Death;Shark;11;20
Agent;Death;Shark;39;44
Agent;Birth;Shark;22;29
Agent;Birth;Shark;3;47
Agent;Death;Shark;40;31
Agent;Death;Shark;35;39
Agent;Death;Shark;43;32
Agent;Death;Shark;48;39
Agent;Death;Fish;17;7
Agent;Birth;Shark;17;8
Agent;Death;Shark;1;35
Agent;Death;Shark;41;20
Agent;Birth;Shark;25;5
Agent;Death;Fish;9;11
Agent;Birth;Shark;8;10
Tick;64;44;84
Agent;Death;Fish;27;30
Agent;Death;Shark;44;27
Agent;Death;Fish;24;30
Agent;Death;Fish;2;49
Agent;Death;Fish;9;12
Agent;Death;Fish;27;28
Agent;Death;Fish;13;37
Agent;Death;Fish;33;1
Tick;65;43;77
Agent;Death;Shark;48;23
Agent;Death;Shark;31;5
Agent;Death;Fish;20;30
Tick;66;41;76
Agent;Death;Fish;24;28
Tick;67;41;75
Agent;Death;Shark;45;37
Agent;Death;Fish;8;15
Tick;68;40;74
Agent;Death;Shark;45;24
Agent;Death;Fish;18;29
Tick;69;39;73
Agent;Death;Shark;27;6
Agent;Death;Fish;24;28
Agent;Death;Fish;6;15
Agent;Death;Fish;39;29
Tick;70;38;70
Agent;Death;Fish;12;33
Agent;Death;Shark;20;37
Agent;Death;Shark;45;41
Agent;Death;Fish;37;23
Agent;Death;Fish;16;29
Tick;71;36;67
Agent;Death;Fish;11;34
Agent;Death;Fish;26;22
Agent;Death;Shark;36;5
Agent;Death;Fish;24;30
Agent;Death;Fish;32;22
Agent;Death;Fish;15;29
Tick;72;35;62
Agent;Death;Fish;16;30
Tick;73;35;61
Agent;Death;Fish;13;32
Agent;Death;Shark;22;27
Agent;Death;Fish;4;14
Agent;Death;Fish;16;31
Tick;74;34;58
Agent;Death;Fish;13;31
Agent;Death;Shark;3;4
Agent;Death;Shark;27;9
Tick;75;32;57
Agent;Death;Shark;25;18
Agent;Death;Fish;29;28
Agent;Death;Fish;23;37
Tick;76;31;55
Agent;Death;Fish;22;24
Tick;77;31;54
Agent;Death;Fish;21;24
Agent;Death;Fish;24;39
Tick;78;31;52
Agent;Death;Fish;29;31
